"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5658442","Regulation of RAS by GAPs","39/2126","68/10616",1.23306245285549e-11,2.2845907112628e-10,1.56836890933373e-10,"PSMB10/PSME1/RBX1/SPRED2/RASAL3/PSMB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/PSMA3/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/CUL3/PSMB3/PSMC4/RASA1/PSMA5/KRAS/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",39
"R-HSA-9013694","Signaling by NOTCH4","44/2126","82/10616",1.32401688426875e-11,2.4195048268692e-10,1.66098729533355e-10,"PSMB10/KAT2A/PSME1/HES1/RBX1/PSMB1/NOTCH1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/KAT2B/PSMB2/SMAD3/SNW1/PSMC5/PSMD9/PSEN1/PSMA3/SKP1/PSMB5/PSMA1/TACC3/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/MAML2/PSMB4",44
"R-HSA-611105","Respiratory electron transport","50/2126","100/10616",1.72834400760295e-11,3.11569041370586e-10,2.1389179041459e-10,"COX8A/COX6C/TRAP1/NDUFA1/NDUFA13/COX5B/COX6B1/NDUFB11/COX14/NDUFA7/COX5A/NDUFA9/TMEM126B/UQCR10/SCO1/NDUFB5/NDUFC1/UQCR11/COX7B/COQ10B/SDHC/NDUFB7/NDUFB6/NDUFA2/NDUFAB1/NDUFB8/NDUFS4/NDUFA11/SDHD/SCO2/NDUFB1/UQCRC1/NDUFB10/NDUFS5/NDUFA5/SDHB/NDUFAF4/NDUFA4/CYC1/NDUFAF1/TACO1/COX20/NDUFB3/ETFB/NDUFA8/NDUFB9/UQCRQ/NDUFS7/UQCRC2/NDUFS3",50
"R-HSA-69563","p53-Dependent G1 DNA Damage Response","38/2126","66/10616",1.92411719802209e-11,3.37733202915983e-10,2.31853457379393e-10,"PSMB10/PSME1/PSMB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/ZNF385A/PSMA3/PSMB5/PSMA1/PSMD13/CDKN1B/PSMD10/SEM1/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/ATM/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/CCNA2/PSME3/PSMB4/MDM4",38
"R-HSA-69580","p53-Dependent G1/S DNA damage checkpoint","38/2126","66/10616",1.92411719802209e-11,3.37733202915983e-10,2.31853457379393e-10,"PSMB10/PSME1/PSMB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/ZNF385A/PSMA3/PSMB5/PSMA1/PSMD13/CDKN1B/PSMD10/SEM1/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/ATM/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/CCNA2/PSME3/PSMB4/MDM4",38
"R-HSA-169911","Regulation of Apoptosis","33/2126","53/10616",2.10631114574196e-11,3.64911567327243e-10,2.50511373451197e-10,"PSMB10/PSME1/PSMB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/PSMA3/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",33
"R-HSA-8953897","Cellular responses to external stimuli","159/2126","491/10616",2.5992285450802e-11,4.44534728094486e-10,3.05172582215894e-10,"PSMB10/ATP6V1E1/ATP6V0D1/H4C2/ANAPC16/CAT/FKBP4/TINF2/LAMTOR2/CABIN1/PSME1/NCF2/H4C1/H4C3/ATOX1/RBX1/TUBA4A/NUP37/LAMTOR3/H4C5/CAPZA2/ATP6V1G1/DCTN2/RRAGA/NUP210/PSMB1/H4C4/H2BC12/STAT3/GSTP1/LAMTOR5/SESN1/H2BU1/VEGFA/ATP6V1D/CBX6/MIOS/UBB/PSMA2/UBE2D2/UBC/ACTR1A/PSMD6/ATP6V1A/PSMC2/DNAJA1/PSMB8/H2AC4/GSR/TNRC6A/H4C13/MAP2K4/ASF1A/NR3C1/ATP6V1H/MINK1/ANAPC11/PRDX5/PSMB2/CAPZA1/DCTN5/RPA2/H1-0/PSMC5/PSMD9/ACTR10/DYNC1LI2/CCS/PSMA3/RNF2/TFDP1/PSMB5/H3C7/VCP/DYNC1LI1/NUDT2/PSMA1/HSPA5/CYBB/STIP1/PSMD13/CDKN1B/PSMD10/NBN/DYNLL1/SEM1/PRDX3/SZT2/SEH1L/PSMB3/GPX1/UBE2E1/POT1/DNAJA2/CUL2/HIKESHI/ANAPC10/PSMC4/AGO4/JUN/H2BC5/PSMA5/UBE2D1/ATP6V1C1/MAPKAPK5/ATP7A/DCTN4/RAE1/RPS19BP1/H1-4/TNRC6B/DNAJC2/RBBP7/BAG2/HSPA4/PSMD14/PSMD5/C12orf66/PSMA4/DCTN6/H2BC14/BAG1/TERF2IP/ERO1A/PSMC3/ATP6V1B2/NUP54/UBA52/H3C1/ATM/H2BC15/ANAPC4/PSMB7/H2BC8/SEC13/MRE11/H3C2/CDC26/LMNB1/PRDX6/NDC1/PSMD7/RRAGD/HSPA4L/PSMD2/PSMD12/PSMD8/PRDX1/H1-3/SOD1/CCNA2/PSME3/H3C11/H2BC4/PSMB4/H3C12/NUP155/MDM4/H1-2",159
"R-HSA-1169091","Activation of NF-kappaB in B cells","38/2126","67/10616",3.59264655960608e-11,6.06657026647406e-10,4.16469354677853e-10,"PSMB10/PSME1/NFKBIA/PSMB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/PSMA3/SKP1/PSMB5/MALT1/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/REL/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4/CHUK",38
"R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","45/2126","88/10616",6.71844218732378e-11,1.12030023473624e-09,7.6908482933838e-10,"PSMB10/PSME1/HSPB1/YWHAB/EXOSC2/PSMB1/EXOSC5/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/SET/ZFP36/PSMB2/PSMC5/PSMD9/ZFP36L1/PSMA3/PSMB5/EIF4G1/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/XPO1/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/EXOSC1/PSME3/PSMB4/EXOSC9/EXOSC8",45
"R-HSA-5607764","CLEC7A (Dectin-1) signaling","49/2126","100/10616",6.97355398858585e-11,1.14848407663871e-09,7.88433004557465e-10,"PSMB10/PSME1/ITPR3/NFKBIA/PSMB1/UBE2N/PYCARD/CALM3/UBB/PSMA2/UBE2D2/UBC/PSMD6/PSMC2/PSMB8/PPP3CB/PSMB2/PSMC5/PSMD9/PSMA3/SKP1/NFATC2/PSMB5/MALT1/PSMA1/PSMD13/PSMD10/TAB2/SEM1/SYK/PSMB3/PSMC4/NFKB2/PSMA5/UBE2D1/PSMD14/PSMD5/UBA3/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4/CHUK",49
"R-HSA-4641257","Degradation of AXIN","33/2126","55/10616",8.85361391346072e-11,1.42297842898272e-09,9.76873063374868e-10,"PSMB10/PSME1/PSMB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/PSMA3/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",33
"R-HSA-8941858","Regulation of RUNX3 expression and activity","33/2126","55/10616",8.85361391346072e-11,1.42297842898272e-09,9.76873063374868e-10,"PSMB10/PSME1/PSMB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/PSMA3/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",33
"R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)","43/2126","83/10616",1.02929865372219e-10,1.62444001345422e-09,1.1151762106093e-09,"PSMB10/PSME1/RASGRP3/NFKBIA/PSMB1/CALM3/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PPP3CB/PSMB2/PSMC5/PSMD9/PSMA3/SKP1/NFATC2/PSMB5/MALT1/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/REL/PSMA5/KRAS/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4/CHUK",43
"R-HSA-1234176","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","37/2126","66/10616",1.03506297708852e-10,1.62444001345422e-09,1.1151762106093e-09,"PSMB10/PSME1/RBX1/PSMB1/UBB/PSMA2/UBE2D2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/PSMA3/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/CUL2/PSMC4/PSMA5/UBE2D1/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",37
"R-HSA-2871837","FCERI mediated NF-kB activation","42/2126","81/10616",1.63804132229514e-10,2.54086874876944e-09,1.74430348885774e-09,"PSMB10/PSME1/NFKBIA/PSMB1/LYN/UBE2N/UBB/PSMA2/UBE2D2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/PSMA3/SKP1/PSMB5/MALT1/PSMA1/PSMD13/PSMD10/TAB2/SEM1/PSMB3/PSMC4/PSMA5/UBE2D1/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4/CHUK",42
"R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs","57/2126","129/10616",3.46853280478637e-10,5.3184169673391e-09,3.65108716293302e-09,"PSMB10/H4C2/PSME1/H4C1/H4C3/H4C5/PSMB1/H4C4/H2BC12/H2BU1/LDB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/H2AC4/H4C13/PSMB2/PSMC5/PSMD9/KMT2A/PSMA3/PSMB5/H3C7/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/ITCH/H2BC5/PSMA5/PSMD14/PSMD5/PSMA4/H2BC14/PSMC3/UBA52/LMO2/H3C1/H2BC15/PSMB7/H2BC8/MYB/H3C2/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/H3C11/H2BC4/PSMB4/H3C12",57
"R-HSA-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","40/2126","77/10616",4.14832926683794e-10,6.28849004768388e-09,4.31704122266628e-09,"PSMB10/PLK1/PSME1/TUBA4A/PSMB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/MAPRE1/GTSE1/PSMC5/PSMD9/PSMA3/PSMB5/CCNB2/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/CDK1/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/CCNB1/PSME3/PSMB4",40
"R-HSA-69202","Cyclin E associated events during G1/S transition ","42/2126","83/10616",4.43839564343475e-10,6.65260650375501e-09,4.56700675314989e-09,"PSMB10/PSME1/PSMB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/PSMA3/CABLES1/SKP1/TFDP1/PSMB5/PSMA1/CDC25A/PSMD13/CDKN1B/PSMD10/SEM1/SKP2/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/E2F5/MYC/PSMD7/PSMD2/PSMD12/PSMD8/CCNA2/PSME3/PSMB4",42
"R-HSA-2454202","Fc epsilon receptor (FCERI) signaling","58/2126","133/10616",4.55085311450743e-10,6.74537561639213e-09,4.63069264283213e-09,"PSMB10/PLCG1/LCP2/PSME1/ITPR3/NFKBIA/PSMB1/LYN/UBE2N/CALM3/UBB/PSMA2/UBE2D2/UBC/PSMD6/PAK1/PSMC2/BTK/PSMB8/MAP2K4/PPP3CB/LAT2/PSMB2/VAV1/PSMC5/PSMD9/GRAP2/PSMA3/SKP1/NFATC2/PSMB5/MALT1/PSMA1/PSMD13/PSMD10/PIK3CA/TAB2/SEM1/SYK/PSMB3/PSMC4/JUN/PSMA5/UBE2D1/KRAS/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4/CHUK",58
"R-HSA-1236978","Cross-presentation of soluble exogenous antigens (endosomes)","30/2126","50/10616",6.39465867816543e-10,9.37414799634361e-09,6.4353418739201e-09,"PSMB10/PSME1/PSMB1/PSMA2/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/PSMA3/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",30
"R-HSA-8878159","Transcriptional regulation by RUNX3","46/2126","96/10616",6.83976982725285e-10,9.91766624951664e-09,6.80846653284895e-09,"PSMB10/KAT2A/PSME1/HES1/BCL2L11/PSMB1/NOTCH1/TEAD4/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/KAT2B/ITGA4/PSMB2/SMAD3/SNW1/LEF1/PSMC5/PSMD9/PSMA3/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/PSMA5/KRAS/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/MYC/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/MAML2/PSMB4",46
"R-HSA-73893","DNA Damage Bypass","29/2126","48/10616",9.81147515188804e-10,1.40736643576545e-08,9.66155447893898e-09,"POLE/ISG15/POLD4/RBX1/POLD1/UFD1/UBE2L6/POLD2/UBB/UBC/UBA7/UBE2B/RFC3/RCHY1/RPA2/PCNA/POLE4/VCP/POLE3/CUL4B/CUL4A/DTL/PCLAF/UBA52/USP10/RFC5/DDB1/POLE2/MAD2L2",29
"R-HSA-8939902","Regulation of RUNX2 expression and activity","38/2126","73/10616",1.05056091388901e-09,1.4909024033276e-08,1.02350279404641e-08,"PSMB10/PSME1/RBX1/PSMB1/STAT1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/NR3C1/PSMB2/PSMC5/PSMD9/PSMA3/SKP1/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/SKP2/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",38
"R-HSA-195253","Degradation of beta-catenin by the destruction complex","41/2126","82/10616",1.14289208497301e-09,1.59217693010666e-08,1.09302764080548e-08,"PSMB10/PSME1/RBX1/PPP2CB/PSMB1/UBB/PSMA2/UBC/PSMD6/PPP2R5C/PSMC2/PSMB8/FRAT1/PSMB2/LEF1/PSMC5/PSMD9/PSMA3/SKP1/CSNK1A1/PSMB5/PPP2R5B/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",41
"R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry","42/2126","85/10616",1.14579449243058e-09,1.59217693010666e-08,1.09302764080548e-08,"PSMB10/PSME1/PSMB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/PSMA3/CABLES1/SKP1/TFDP1/PSMB5/PSMA1/CDC25A/PSMD13/CDKN1B/PSMD10/SEM1/SKP2/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/E2F5/MYC/PSMD7/PSMD2/PSMD12/PSMD8/CCNA2/PSME3/PSMB4",42
"R-HSA-5689603","UCH proteinases","47/2126","102/10616",2.28256755318105e-09,3.10708685300359e-08,2.13301156956768e-08,"PSMB10/PSME1/NFRKB/PSMB1/INO80C/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/H2AC4/PSMB2/TGFBR1/PSMC5/PSMD9/PSMA3/MBD5/PSMB5/PSMA1/PSMD13/TGFBR2/PSMD10/SEM1/H2AC12/PSMB3/PSMC4/MCRS1/H2AC17/PSMA5/PSMD14/PSMD5/RUVBL1/PSMA4/H2AC16/PSMC3/UBA52/H2AW/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/UCHL3/PSMB4/UCHL5",47
"R-HSA-9020702","Interleukin-1 signaling","47/2126","102/10616",2.28256755318105e-09,3.10708685300359e-08,2.13301156956768e-08,"PSMB10/PSME1/RBX1/MYD88/APP/NFKBIA/PSMB1/UBE2N/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/MAP2K4/PSMB2/PSMC5/PSMD9/MAP3K8/PSMA3/SKP1/PSMB5/IRAK4/PSMA1/PSMD13/PSMD10/TAB2/SEM1/RIPK2/PSMB3/PSMC4/NFKB2/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/NKIRAS1/PSME3/PSMB4/CHUK",47
"R-HSA-8948751","Regulation of PTEN stability and activity","36/2126","69/10616",2.66073142522715e-09,3.58526840530608e-08,2.46128265810486e-08,"PSMB10/PSME1/MKRN1/PSMB1/UBB/PSMA2/UBC/PSMD6/USP13/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/PSMA3/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/XIAP/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",36
"R-HSA-72312","rRNA processing","77/2126","204/10616",2.70872684138835e-09,3.61344160641206e-08,2.48062352842933e-08,"RPS15A/RPS11/NOL6/RRP1/RPL39L/PDCD11/RPS27L/RIOK3/DHX37/BOP1/PELP1/TSR1/EXOSC2/NOC4L/EXOSC5/NOP2/RPL36AL/ELAC2/LAS1L/DDX21/RRP9/NOP14/PES1/NAT10/MTREX/RPL11/RPS24/RPL14/IMP3/BYSL/HEATR1/DDX47/RPL15/FBL/TBL3/RIOK2/WDR12/UTP20/TRMT112/MRM3/RPS14/NOP10/ISG20L2/RPL22/UTP4/PRORP/ERI1/TRMT10C/RPL27A/WDR18/KRR1/UBA52/RPL4/RPS23/UTP25/XRN2/WDR36/UTP11/NOL9/IMP4/DDX52/RPS6/UTP18/EXOSC1/NIP7/FCF1/WDR75/WDR46/HSD17B10/TEX10/WDR3/RPP30/LTV1/UTP15/EXOSC9/EMG1/EXOSC8",77
"R-HSA-1234174","Cellular response to hypoxia","38/2126","75/10616",2.86048674906664e-09,3.77810824084643e-08,2.59366698456277e-08,"PSMB10/PSME1/RBX1/PSMB1/VEGFA/UBB/PSMA2/UBE2D2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/PSMA3/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/CUL2/PSMC4/PSMA5/UBE2D1/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",38
"R-HSA-4608870","Asymmetric localization of PCP proteins","34/2126","64/10616",3.97426619432022e-09,5.19771676786585e-08,3.56822661409555e-08,"PSMB10/PSME1/PSMB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/PSMA3/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/FZD3/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",34
"R-HSA-5668541","TNFR2 non-canonical NF-kB pathway","46/2126","101/10616",5.36079537108604e-09,6.94301070391143e-08,4.76636890428702e-08,"PSMB10/PSME1/TNF/CD40/LTB/BIRC3/PSMB1/TNFRSF14/UBB/PSMA2/UBC/PSMD6/PSMC2/BIRC2/PSMB8/PSMB2/PSMC5/PSMD9/PSMA3/SKP1/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/NFKB2/PSMA5/LTA/PSMD14/PSMD5/UBA3/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/TNFRSF1B/PSMB4/TNFRSF13C/CHUK",46
"R-HSA-5619084","ABC transporter disorders","38/2126","77/10616",7.38227723248023e-09,9.46919021935444e-08,6.50058825127307e-08,"PSMB10/PSME1/PSMB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/ERLEC1/PSMA3/OS9/PSMB5/VCP/PSMA1/PSMD13/PSMD10/SEM1/DERL1/PSMB3/ERLIN1/PSMC4/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",38
"R-HSA-157118","Signaling by NOTCH","84/2126","234/10616",8.3732150951673e-09,1.06379704161459e-07,7.30295451909328e-08,"PSMB10/KAT2A/H4C2/PSME1/H4C1/HES1/H4C3/RBX1/H4C5/HDAC10/PSMB1/H4C4/H2BC12/STAT1/H2BU1/NOTCH1/UBB/AGO2/PSMA2/UBC/PSMD6/PSMC2/PSMB8/H2AC4/WWC1/TNRC6A/H4C13/KAT2B/PSMB2/SMAD3/SNW1/PSMC5/PSMD9/FCER2/PSEN1/PSMA3/SKP1/TFDP1/PSMB5/H3C7/PSMA1/TACC3/PSMD13/PSMD10/SEM1/ATP2A2/PSMB3/PSMC4/ADAM17/ITCH/AGO4/JUN/H2BC5/PSMA5/TNRC6B/PSMD14/PSMD5/POGLUT1/PSMA4/H2BC14/PSMC3/UBA52/ARRB1/H3C1/H2BC15/PSMB7/H2BC8/CDK8/H3C2/CCNC/MYC/PSMD7/PSMD2/PSMD12/PSMD8/MFNG/PSME3/H3C11/MAML2/H2BC4/PSMB4/H3C12/YBX1/ATP2A3",84
"R-HSA-983169","Class I MHC mediated antigen processing & presentation","119/2126","369/10616",1.18841426009807e-08,1.49560813487813e-07,1.02673327337172e-07,"PSMB10/UBE2G2/TLR1/VAMP8/SEC61G/LY96/CTSS/PSME1/NCF2/VAMP3/ASB8/RBX1/UBE2L3/TLR4/MYD88/MKRN1/ASB2/SNAP23/PSMB1/UBE2L6/HLA-E/UBE2N/B2M/TRIM21/UBE2A/FBXW8/DTX3L/HERC6/UBB/PSMA2/UBE2D2/UBC/KBTBD6/PSMD6/FBXL5/PSMC2/TLR6/BTK/RNF114/UBA7/PSMB8/UBE2B/RNF14/FBXO32/GAN/ANAPC11/PSMB2/RCHY1/UBE2H/TRAIP/UBE2W/PSMC5/PSMD9/UBE2V2/UBE2R2/UBE2J1/ANAPC13/FBXL3/THOP1/PSMA3/RNF111/SKP1/TRIP12/PSMB5/KLHL5/TAP1/HERC3/PSMA1/HSPA5/CYBB/PSMD13/TRIM41/PSMD10/SEM1/WSB1/CUL3/UBR4/DCAF1/KLHL13/SKP2/PSMB3/LONRF1/UBE2E1/UBE2K/FBXO7/SEC23A/CUL2/ANAPC10/PSMC4/RNF130/ITCH/FBXO11/PSMA5/UBE2D1/LNPEP/BTBD1/PSMD14/PSMD5/UBA3/KLHL22/PSMA4/PSMC3/UBA52/ANAPC4/CANX/PSMB7/SEC13/CDC26/PSMD7/PSMD2/PSMD12/PSMD8/FBXO4/PSME3/PSMB4/UBA5/CHUK/BLMH/RNF213",119
"R-HSA-5689880","Ub-specific processing proteases","78/2126","214/10616",1.32298193037618e-08,1.64939990198302e-07,1.1323111455261e-07,"PSMB10/KAT2A/SNX3/PSME1/POLB/HGS/SMAD2/BIRC3/IFIH1/NFKBIA/PSMB1/H2BC12/UFD1/H2BU1/DDX58/UBB/PSMA2/UBC/PSMD6/USP13/PSMC2/BIRC2/OTUB1/PSMB8/H2AC4/PSMB2/TGFBR1/SMAD3/SUDS3/PSMC5/PSMD9/PSMA3/CYLD/PSMB5/MAT2B/PSMA1/CDC25A/PSMD13/PSMD10/STAM2/SEM1/RIPK1/H2AC12/SKP2/CLSPN/PSMB3/VDAC3/PSMC4/H2AC17/H2BC5/PSMA5/ATXN7/PSMD14/PSMD5/RUVBL1/PSMA4/H2AC16/H2BC14/PSMC3/UBA52/ARRB1/USP10/H2AW/H2BC15/PSMB7/H2BC8/MYC/USP16/PSMD7/PSMD2/PSMD12/PSMD8/CCNA2/PSME3/H2BC4/PSMB4/PTRH2/MDM4",78
"R-HSA-5632684","Hedgehog 'on' state","40/2126","85/10616",1.68707331853195e-08,2.08384796937188e-07,1.43055924670838e-07,"PSMB10/PSME1/RBX1/PSMB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/SPOP/PSMA3/CSNK1A1/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/CUL3/PSMB3/PSMC4/ITCH/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/ARRB1/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/KIF3A/PSME3/PSMB4",40
"R-HSA-8868773","rRNA processing in the nucleus and cytosol","72/2126","194/10616",2.01811098576101e-08,2.46987161009651e-07,1.6955640343912e-07,"RPS15A/RPS11/NOL6/RRP1/RPL39L/PDCD11/RPS27L/RIOK3/DHX37/BOP1/PELP1/TSR1/EXOSC2/NOC4L/EXOSC5/NOP2/RPL36AL/LAS1L/DDX21/RRP9/NOP14/PES1/NAT10/MTREX/RPL11/RPS24/RPL14/IMP3/BYSL/HEATR1/DDX47/RPL15/FBL/TBL3/RIOK2/WDR12/UTP20/TRMT112/RPS14/NOP10/ISG20L2/RPL22/UTP4/ERI1/RPL27A/WDR18/KRR1/UBA52/RPL4/RPS23/UTP25/XRN2/WDR36/UTP11/NOL9/IMP4/DDX52/RPS6/UTP18/EXOSC1/NIP7/FCF1/WDR75/WDR46/TEX10/WDR3/RPP30/LTV1/UTP15/EXOSC9/EMG1/EXOSC8",72
